,County,N,Party,Race,State,Year,chisquare-benford-3d,chisquare-benford-mix,chisquare-mean-sim,chisquare-uniform,lilliefors-type-test
615,22.0,33.0,p_republican,USP,MN,2000,0.6793281948370378,0.715896927354,0.693375242399,0.668635631647,0.71
616,23.0,39.0,p_democrat,USP,MN,2000,0.8853438536194953,0.850771102739,0.845850203868,0.888136587973,0.86
617,23.0,39.0,p_republican,USP,MN,2000,0.7591848169481331,0.775161296161,0.772313382242,0.752677908482,0.87
618,24.0,40.0,p_democrat,USP,MN,2000,,,,,0.0
619,24.0,40.0,p_republican,USP,MN,2000,0.6686025636484567,0.515316869117,0.791822669888,0.689019021088,0.83
620,25.0,44.0,p_democrat,USP,MN,2000,0.8606502186394498,0.848292745719,0.854675855336,0.864786251695,0.4
621,25.0,44.0,p_republican,USP,MN,2000,0.6931865320815325,0.693094949501,0.723783822253,0.693703332601,0.65
622,26.0,23.0,p_democrat,USP,MN,2000,0.9410408382920826,0.927618196391,0.956806530216,0.939986863633,0.96
623,26.0,23.0,p_republican,USP,MN,2000,,,,,0.0
624,27.0,430.0,p_democrat,USP,MN,2000,0.7512127049485693,0.732412795907,0.833675696843,0.789829130215,0.77
625,27.0,430.0,p_republican,USP,MN,2000,0.6581005419001733,0.641383382053,0.649627168749,0.658900385495,0.72
626,28.0,27.0,p_democrat,USP,MN,2000,,,,,0.0
627,28.0,27.0,p_republican,USP,MN,2000,0.39323039070363675,0.420589510709,0.365563455056,0.378138062979,0.05
628,29.0,35.0,p_democrat,USP,MN,2000,0.8916754084344123,0.806673162225,0.863880201758,0.901760757953,0.59
629,29.0,35.0,p_republican,USP,MN,2000,0.3342772090672128,0.453259331821,0.218841170682,0.316916185118,0.01
630,30.0,16.0,p_democrat,USP,MN,2000,,,,,0.0
631,30.0,16.0,p_republican,USP,MN,2000,,,,,0.0
632,31.0,80.0,p_democrat,USP,MN,2000,0.39270861594661305,0.40530491511,0.191286308926,0.371100765997,0.24
633,31.0,80.0,p_republican,USP,MN,2000,0.42084037212214653,0.322239535518,0.461008400381,0.437274188914,0.58
634,32.0,30.0,p_democrat,USP,MN,2000,,,,,0.0
635,32.0,30.0,p_republican,USP,MN,2000,0.9069556430847501,0.862759581349,0.884919420454,0.911412526832,0.57
636,33.0,21.0,p_democrat,USP,MN,2000,,,,,0.0
637,33.0,21.0,p_republican,USP,MN,2000,,,,,0.0
638,34.0,49.0,p_democrat,USP,MN,2000,0.07267853019352287,0.0654190573552,0.0881129289116,0.0735560183549,0.09
639,34.0,49.0,p_republican,USP,MN,2000,0.2441765278161399,0.194809295092,0.200757900934,0.261979227484,0.18
640,35.0,38.0,p_democrat,USP,MN,2000,0.2939180389465345,0.525517496749,0.229094754486,0.279333834074,0.05
641,35.0,38.0,p_republican,USP,MN,2000,0.7290002088568872,0.733294317438,0.784314458217,0.718677022766,0.88
642,36.0,33.0,p_democrat,USP,MN,2000,0.1287550728271108,0.12202498763,0.255166065945,0.123407255994,0.13
643,36.0,33.0,p_republican,USP,MN,2000,,,,,0.0
644,37.0,33.0,p_democrat,USP,MN,2000,0.6678035364354797,0.631967872447,0.636769354963,0.668635631647,0.44
645,37.0,33.0,p_republican,USP,MN,2000,0.3255921558039524,0.318574181287,0.36017306951,0.324180012539,0.23
646,38.0,18.0,p_democrat,USP,MN,2000,0.9598102311736169,0.959449041854,0.952621397873,0.959726218736,0.69
647,38.0,18.0,p_republican,USP,MN,2000,,,,,0.0
648,39.0,14.0,p_democrat,USP,MN,2000,,,,,0.0
649,39.0,14.0,p_republican,USP,MN,2000,,,,,0.0
650,40.0,29.0,p_democrat,USP,MN,2000,0.47789953311810596,0.47952031286,0.513228008602,0.476312894865,0.31
651,40.0,29.0,p_republican,USP,MN,2000,,,,,0.0
652,41.0,20.0,p_democrat,USP,MN,2000,,,,,0.0
653,41.0,20.0,p_republican,USP,MN,2000,,,,,0.0
654,42.0,33.0,p_democrat,USP,MN,2000,,,,,0.0
655,42.0,33.0,p_republican,USP,MN,2000,0.2544767269108002,0.330131743929,0.398773475439,0.24016347686,0.31
656,43.0,28.0,p_democrat,USP,MN,2000,0.47850846727143226,0.443646520452,0.552171411548,0.4915986696,0.25
657,43.0,28.0,p_republican,USP,MN,2000,,,,,0.0
658,44.0,19.0,p_democrat,USP,MN,2000,,,,,0.0
659,44.0,19.0,p_republican,USP,MN,2000,,,,,0.0
660,45.0,60.0,p_democrat,USP,MN,2000,0.18900096646103104,0.026757636169,0.182818207173,0.195163128504,0.32
661,45.0,60.0,p_republican,USP,MN,2000,0.3526178614381124,0.315973418327,0.499179245048,0.350485212323,0.25
662,46.0,37.0,p_democrat,USP,MN,2000,0.3085069659922316,0.42699043023,0.331553480372,0.286988369882,0.23
663,46.0,37.0,p_republican,USP,MN,2000,0.030993919360200052,0.0287046235847,0.0095063710371,0.0307510241881,0.02
664,47.0,30.0,p_democrat,USP,MN,2000,,,,,0.0
665,47.0,30.0,p_republican,USP,MN,2000,0.9508998772847331,0.952011076566,0.941552971588,0.949601996395,0.68
666,48.0,25.0,p_democrat,USP,MN,2000,0.6765274354674315,0.663505305751,0.816864273268,0.678685785296,0.61
667,48.0,25.0,p_republican,USP,MN,2000,0.2683416585831619,0.337941093144,0.280405886201,0.249283893977,0.04
668,49.0,49.0,p_democrat,USP,MN,2000,0.06832133014934016,0.074053333986,0.129516201444,0.0647810447699,0.21
669,49.0,49.0,p_republican,USP,MN,2000,0.7599409262575594,0.785279767941,0.637546080283,0.750085968113,0.66
670,50.0,39.0,p_democrat,USP,MN,2000,0.8780136891272837,0.823617107379,0.879463539949,0.888136587973,0.79
671,50.0,39.0,p_republican,USP,MN,2000,0.7185243987722032,0.789878613221,0.703100115995,0.700892133765,0.7
672,51.0,29.0,p_democrat,USP,MN,2000,0.47215796208327754,0.40619452791,0.381287206452,0.476312894865,0.36
673,51.0,29.0,p_republican,USP,MN,2000,0.7501710362104476,0.670184929798,0.757462391155,0.757042522572,0.89
674,52.0,31.0,p_democrat,USP,MN,2000,,,,,0.0
675,52.0,31.0,p_republican,USP,MN,2000,0.2703929694503895,0.284506515603,0.23624003899,0.258433910204,0.35
676,53.0,40.0,p_democrat,USP,MN,2000,0.367287753228559,0.443618878458,0.416311105682,0.350485212323,0.56
677,53.0,40.0,p_republican,USP,MN,2000,,,,,0.0
678,54.0,33.0,p_democrat,USP,MN,2000,0.9022227688488056,0.939264575181,0.877544618294,0.892562981724,0.62
679,54.0,33.0,p_republican,USP,MN,2000,0.6137003581897766,0.636911006554,0.640832434984,0.605601691698,0.51
680,55.0,65.0,p_democrat,USP,MN,2000,0.16793098351797942,0.276487049681,0.18510513739,0.16260626219,0.25
681,55.0,65.0,p_republican,USP,MN,2000,0.01425325821341388,0.00142899512926,0.00815004082919,0.0113521092891,0.01
682,56.0,91.0,p_democrat,USP,MN,2000,0.5650704696727362,0.554567325661,0.435453313704,0.555316727976,0.43
683,56.0,91.0,p_republican,USP,MN,2000,0.6980881037294605,0.767645120436,0.558159261179,0.669119376236,0.41
684,57.0,34.0,p_democrat,USP,MN,2000,0.8800465563543225,0.642662469424,0.939312445641,0.895254660767,0.88
685,57.0,34.0,p_republican,USP,MN,2000,0.8039550175367136,0.823342476254,0.804918691182,0.797038886254,0.89
686,58.0,48.0,p_democrat,USP,MN,2000,0.8374009418605317,0.734352893082,0.828244862076,0.841511262826,0.47
687,58.0,48.0,p_republican,USP,MN,2000,0.7927473299406371,0.70918055839,0.785018021497,0.804336767549,0.85
688,59.0,24.0,p_democrat,USP,MN,2000,0.9757375514481591,0.962044956899,0.982739598348,0.976060227143,0.9
689,59.0,24.0,p_republican,USP,MN,2000,,,,,0.0
690,60.0,85.0,p_democrat,USP,MN,2000,0.8397338399819072,0.860121197416,0.815881823191,0.834308260193,0.93
691,60.0,85.0,p_republican,USP,MN,2000,0.932871557597992,0.954621827948,0.872016804355,0.922638594196,0.82
692,61.0,30.0,p_democrat,USP,MN,2000,,,,,0.0
693,61.0,30.0,p_republican,USP,MN,2000,0.795310882090058,0.703624685505,0.850860805,0.804336767549,0.88
694,62.0,193.0,p_democrat,USP,MN,2000,0.6581892397553961,0.646956564615,0.652594863231,0.664071498122,0.83
695,62.0,193.0,p_republican,USP,MN,2000,0.15349449600568557,0.156298070486,0.15764083086,0.134020702692,0.14
696,63.0,20.0,p_democrat,USP,MN,2000,,,,,0.0
697,63.0,20.0,p_republican,USP,MN,2000,,,,,0.0
698,64.0,43.0,p_democrat,USP,MN,2000,0.1250308029959502,0.135176435248,0.12986351954,0.123154890533,0.15
699,64.0,43.0,p_republican,USP,MN,2000,0.8168821921265446,0.752777720161,0.822731539463,0.821978901847,0.71
700,65.0,37.0,p_democrat,USP,MN,2000,0.10826354318821395,0.144639740458,0.15892311794,0.10186760987,0.03
701,65.0,37.0,p_republican,USP,MN,2000,0.5919239660179151,0.668272669124,0.600028320165,0.575459486592,0.2
702,66.0,33.0,p_democrat,USP,MN,2000,,,,,0.0
703,66.0,33.0,p_republican,USP,MN,2000,,,,,0.0
704,67.0,23.0,p_democrat,USP,MN,2000,,,,,0.0
705,67.0,23.0,p_republican,USP,MN,2000,0.3263383670706296,0.370311970296,0.465907364471,0.313171131584,0.19
706,68.0,44.0,p_democrat,USP,MN,2000,,,,,0.0
707,68.0,44.0,p_republican,USP,MN,2000,0.6471253301437226,0.646978916405,0.584107911377,0.646583903961,0.34
708,69.0,191.0,p_democrat,USP,MN,2000,0.20284623039930774,0.108412904669,0.265158594239,0.208338008394,0.5
709,69.0,191.0,p_republican,USP,MN,2000,0.8517750933755033,0.57912713171,0.840349364427,0.879761900914,0.68
710,70.0,35.0,p_democrat,USP,MN,2000,0.9027954489148031,0.908114434042,0.93006953824,0.901760757953,0.95
711,70.0,35.0,p_republican,USP,MN,2000,0.1599055662500879,0.187273896365,0.107211432212,0.15009841569,0.08
712,71.0,24.0,p_democrat,USP,MN,2000,,,,,0.0
713,71.0,24.0,p_republican,USP,MN,2000,0.4858810799169744,0.487358324423,0.587079774497,0.484645885826,0.51
714,72.0,24.0,p_democrat,USP,MN,2000,0.4624893808949815,0.340866677286,0.469293391848,0.484645885826,0.07
715,72.0,24.0,p_republican,USP,MN,2000,,,,,0.0
716,73.0,97.0,p_democrat,USP,MN,2000,0.41127332771109615,0.324318074023,0.394090706449,0.429696214569,0.1
717,73.0,97.0,p_republican,USP,MN,2000,0.05956685684236044,0.0720800870413,0.0417906494261,0.0534329793465,0.16
718,74.0,26.0,p_democrat,USP,MN,2000,,,,,0.0
719,74.0,26.0,p_republican,USP,MN,2000,,,,,0.0
720,75.0,25.0,p_democrat,USP,MN,2000,0.9754131826022945,0.935212720341,0.986574441908,0.978072067712,0.87
721,75.0,25.0,p_republican,USP,MN,2000,0.5741241236345419,0.482655606457,0.724902755048,0.595548507284,0.18
722,76.0,30.0,p_democrat,USP,MN,2000,0.9752235392021311,0.958490826964,0.976922906727,0.976060227143,0.65
723,76.0,30.0,p_republican,USP,MN,2000,0.9459229238281276,0.899715781724,0.955678671678,0.949601996395,0.79
724,77.0,38.0,p_democrat,USP,MN,2000,0.3594828860284957,0.340633355998,0.226005332044,0.359073954653,0.63
725,77.0,38.0,p_republican,USP,MN,2000,,,,,0.0
726,78.0,19.0,p_democrat,USP,MN,2000,,,,,0.0
727,78.0,19.0,p_republican,USP,MN,2000,0.9341695799395032,0.927499955298,0.954890658848,0.933947647259,0.88
728,79.0,33.0,p_democrat,USP,MN,2000,0.6721308987287242,0.671037493657,0.684755289843,0.668635631647,0.47
729,79.0,33.0,p_republican,USP,MN,2000,0.9316461370596378,0.925828096962,0.907860437786,0.931951753246,0.76
730,80.0,26.0,p_democrat,USP,MN,2000,,,,,0.0
731,80.0,26.0,p_republican,USP,MN,2000,0.8497321901114787,0.823928009854,0.863047678051,0.853943131415,0.66
732,81.0,22.0,p_democrat,USP,MN,2000,,,,,0.0
733,81.0,22.0,p_republican,USP,MN,2000,0.8095926550844339,0.804828060584,0.811348886054,0.809915380538,0.59
734,82.0,78.0,p_democrat,USP,MN,2000,0.614427356159031,0.607678468414,0.602239098717,0.623773305963,0.82
735,82.0,78.0,p_republican,USP,MN,2000,0.12941866005086455,0.131538812603,0.131601214618,0.12051268403,0.18
736,83.0,22.0,p_democrat,USP,MN,2000,,,,,0.0
737,83.0,22.0,p_republican,USP,MN,2000,0.7000538403810264,0.580084448906,0.726714427405,0.721592266791,0.48
738,84.0,31.0,p_democrat,USP,MN,2000,0.25825252343890204,0.331126600003,0.40242576804,0.258433910204,0.23
739,84.0,31.0,p_republican,USP,MN,2000,0.8056122846833703,0.86662256319,0.794985619024,0.793298448091,0.77
740,85.0,47.0,p_democrat,USP,MN,2000,0.11603431788760403,0.102272586743,0.10898706037,0.120072726096,0.23
741,85.0,47.0,p_republican,USP,MN,2000,0.37795242444689087,0.401431563902,0.342692835674,0.366208765162,0.47
742,86.0,39.0,p_democrat,USP,MN,2000,0.41929438169806726,0.428031476859,0.4808788248,0.395805233239,0.63
743,86.0,39.0,p_republican,USP,MN,2000,0.061399482485301124,0.0784257276425,0.0166815080331,0.0546433646201,0.06
744,87.0,34.0,p_democrat,USP,MN,2000,,,,,0.0
745,87.0,34.0,p_republican,USP,MN,2000,0.6333692563904286,0.732697852191,0.687392605109,0.618752054406,0.73
746,Belknap,16.0,p_democrat,USP,NH,2000,,,,,0.0
747,Belknap,16.0,p_republican,USP,NH,2000,,,,,0.0
748,Carroll,19.0,p_democrat,USP,NH,2000,,,,,0.0
749,Carroll,19.0,p_republican,USP,NH,2000,,,,,0.0
750,Cheshire,27.0,p_democrat,USP,NH,2000,0.47000839749829504,0.472159402703,0.516030139433,0.444139840988,0.33
751,Cheshire,27.0,p_republican,USP,NH,2000,,,,,0.0
752,Coos,27.0,p_democrat,USP,NH,2000,,,,,0.0
753,Coos,27.0,p_republican,USP,NH,2000,,,,,0.0
754,Grafton,42.0,p_democrat,USP,NH,2000,0.9361105328298156,0.949647454059,0.940181722747,0.929191741809,0.91
755,Grafton,42.0,p_republican,USP,NH,2000,0.43750570830588453,0.409094836935,0.38545186679,0.441681436006,0.19
756,Hillsborough,50.0,p_democrat,USP,NH,2000,0.5055547233076645,0.501008325517,0.512996582861,0.494391686482,0.36
757,Hillsborough,50.0,p_republican,USP,NH,2000,0.4888634995443607,0.490223006403,0.422206258562,0.494391686482,0.22
758,Merrimack,38.0,p_democrat,USP,NH,2000,0.9897578184830947,0.990155407821,0.98455201717,0.991467606629,0.98
759,Merrimack,38.0,p_republican,USP,NH,2000,0.5245665711617463,0.520481094228,0.479830847572,0.502662094262,0.26
760,Rockingham,41.0,p_democrat,USP,NH,2000,0.7854744274975669,0.783379030582,0.79206436313,0.780591572978,0.94
761,Rockingham,41.0,p_republican,USP,NH,2000,0.5196024775885794,0.52582284446,0.463812452907,0.531690147639,0.39
762,Strafford,26.0,p_democrat,USP,NH,2000,,,,,0.0
763,Strafford,26.0,p_republican,USP,NH,2000,,,,,0.0
764,Sullivan,17.0,p_democrat,USP,NH,2000,0.9272040291853823,0.92238862795,0.944121025414,0.936368672805,0.61
765,Sullivan,17.0,p_republican,USP,NH,2000,,,,,0.0
766,1.0,96.0,p_democrat,USP,NM,2000,0.5571828424025937,0.574588232973,0.506613923124,0.538350628916,0.57
767,1.0,96.0,p_republican,USP,NM,2000,0.6673036533437573,0.675341789591,0.609590738973,0.667456292077,0.67
768,2.0,457.0,p_democrat,USP,NM,2000,0.7224795283064269,0.720484651765,0.701059719452,0.709133077069,0.44
769,2.0,457.0,p_republican,USP,NM,2000,0.6025899187897653,0.695940837182,0.556459197335,0.550765951255,0.66
770,3.0,51.0,p_democrat,USP,NM,2000,0.1306866286350727,0.114414563065,0.0749448636592,0.112240803809,0.02
771,3.0,51.0,p_republican,USP,NM,2000,0.35125373719831327,0.335882946483,0.305793028193,0.352074915457,0.05
772,4.0,60.0,p_democrat,USP,NM,2000,0.3341295256535536,0.282828495157,0.405793157937,0.324180012539,0.46
773,4.0,60.0,p_republican,USP,NM,2000,0.5024982562285605,0.51436331973,0.732860524228,0.500934447749,0.33
774,5.0,168.0,p_democrat,USP,NM,2000,0.0005925115697866445,1.35280285397e-06,0.000406684669455,0.000672448476445,0.01
775,5.0,168.0,p_republican,USP,NM,2000,0.059694632426863646,0.0142138242613,0.0471218108016,0.0736334202721,0.19
776,6.0,51.0,p_democrat,USP,NM,2000,0.09561325630671645,0.0817837796472,0.0855534330832,0.0888040081156,0.02
777,6.0,51.0,p_republican,USP,NM,2000,0.4627266830629736,0.427702273307,0.479020537024,0.455567463187,0.85
778,7.0,118.0,p_democrat,USP,NM,2000,0.9909257134810361,0.993179380728,0.975734997323,0.988494835679,0.94
779,7.0,118.0,p_republican,USP,NM,2000,0.14264337807587485,0.112040971675,0.156385261279,0.154349901677,0.32
780,8.0,39.0,p_democrat,USP,NM,2000,,,,,0.0
781,8.0,39.0,p_republican,USP,NM,2000,,,,,0.0
782,9.0,21.0,p_democrat,USP,NM,2000,,,,,0.0
783,9.0,21.0,p_republican,USP,NM,2000,,,,,0.0
784,10.0,15.0,p_democrat,USP,NM,2000,,,,,0.0
785,10.0,15.0,p_republican,USP,NM,2000,,,,,0.0
786,11.0,26.0,p_democrat,USP,NM,2000,,,,,0.0
787,11.0,26.0,p_republican,USP,NM,2000,,,,,0.0
788,12.0,36.0,p_democrat,USP,NM,2000,0.5440117038154623,0.53062580364,0.5772241478,0.545381262238,0.57
789,12.0,36.0,p_republican,USP,NM,2000,0.43464046942512025,0.346554486634,0.413423638225,0.437274188914,0.38
790,13.0,73.0,p_democrat,USP,NM,2000,0.20596861915287148,0.23620070773,0.179074938287,0.194683935859,0.46
791,13.0,73.0,p_republican,USP,NM,2000,0.1375110268232318,0.0408621131399,0.172456057278,0.155308066332,0.09
792,14.0,176.0,p_democrat,USP,NM,2000,1.4413034083125297e-09,1.99088092232e-09,6.2860739226e-10,1.03131161292e-09,0.0
793,14.0,176.0,p_republican,USP,NM,2000,4.310600839432552e-05,4.96079857133e-05,5.33473836962e-05,4.68499549207e-05,0.0
794,15.0,138.0,p_democrat,USP,NM,2000,0.0016220297856519472,0.00031196272108,0.00155442838969,0.00169598669716,0.02
795,15.0,138.0,p_republican,USP,NM,2000,0.003161784183639158,0.0024227314495,0.00164268283306,0.00325615543897,0.04
796,16.0,81.0,p_democrat,USP,NM,2000,0.46037370714622905,0.437182180846,0.448165728483,0.460371729674,0.84
797,16.0,81.0,p_republican,USP,NM,2000,0.8701007553870171,0.81562145019,0.883900111952,0.889950076355,0.92
798,17.0,49.0,p_democrat,USP,NM,2000,,,,,0.0
799,17.0,49.0,p_republican,USP,NM,2000,0.12277723875074209,0.19485844818,0.145685073291,0.10658050623,0.03
800,18.0,11.0,p_democrat,USP,NM,2000,,,,,0.0
801,18.0,11.0,p_republican,USP,NM,2000,,,,,0.0
802,19.0,34.0,p_democrat,USP,NM,2000,,,,,0.0
803,19.0,34.0,p_republican,USP,NM,2000,,,,,0.0
804,20.0,41.0,p_democrat,USP,NM,2000,,,,,0.0
805,20.0,41.0,p_republican,USP,NM,2000,0.6240482213819785,0.454532270401,0.676894874076,0.632040537139,0.22
806,21.0,42.0,p_democrat,USP,NM,2000,0.16563144611677422,0.0809561441178,0.0824214163945,0.173679074295,0.17
807,21.0,42.0,p_republican,USP,NM,2000,,,,,0.0
808,22.0,16.0,p_democrat,USP,NM,2000,,,,,0.0
809,22.0,16.0,p_republican,USP,NM,2000,,,,,0.0
810,23.0,8.0,p_democrat,USP,NM,2000,,,,,0.0
811,23.0,8.0,p_republican,USP,NM,2000,,,,,0.0
812,24.0,7.0,p_democrat,USP,NM,2000,,,,,0.0
813,24.0,7.0,p_republican,USP,NM,2000,,,,,0.0
814,25.0,25.0,p_democrat,USP,NM,2000,0.8975336748080633,0.865157767225,0.854112367564,0.897762597121,0.62
815,25.0,25.0,p_republican,USP,NM,2000,0.7700409957264748,0.805903298588,0.861955226804,0.759756278872,0.45
816,26.0,18.0,p_democrat,USP,NM,2000,,,,,0.0
817,26.0,18.0,p_republican,USP,NM,2000,,,,,0.0
818,27.0,6.0,p_democrat,USP,NM,2000,,,,,0.0
819,27.0,6.0,p_republican,USP,NM,2000,,,,,0.0
820,28.0,9.0,p_democrat,USP,NM,2000,,,,,0.0
821,28.0,9.0,p_republican,USP,NM,2000,,,,,0.0
822,29.0,122.0,p_democrat,USP,NM,2000,0.04309654166830923,0.0743250733483,0.0367175444977,0.0413275271383,0.1
823,29.0,122.0,p_republican,USP,NM,2000,0.34065403414155804,0.214121357471,0.302398871328,0.366644544502,0.4
824,30.0,15.0,p_democrat,USP,NM,2000,,,,,0.0
825,30.0,15.0,p_republican,USP,NM,2000,,,,,0.0
826,31.0,4.0,p_democrat,USP,NM,2000,,,,,0.0
827,31.0,4.0,p_republican,USP,NM,2000,,,,,0.0
828,32.0,19.0,p_democrat,USP,NM,2000,,,,,0.0
829,32.0,19.0,p_republican,USP,NM,2000,,,,,0.0
830,33.0,44.0,p_democrat,USP,NM,2000,0.29628960127346937,0.218157631283,0.362338573155,0.308155725326,0.23
831,33.0,44.0,p_republican,USP,NM,2000,,,,,0.0
832,AUTAUGA,24.0,p_democrat,USP,AL,2004,,,,,0.0
833,AUTAUGA,24.0,p_republican,USP,AL,2004,,,,,0.0
834,BALDWIN,68.0,p_democrat,USP,AL,2004,0.48926290909828085,0.379785976936,0.332339189295,0.487503589242,0.76
835,BALDWIN,68.0,p_republican,USP,AL,2004,0.19114917288229183,0.152401562047,0.0982042574183,0.213309305083,0.08
836,BARBOUR,25.0,p_democrat,USP,AL,2004,,,,,0.0
837,BARBOUR,25.0,p_republican,USP,AL,2004,0.978046809464261,0.972232311399,0.963026253008,0.978072067712,0.89
838,BIBB,16.0,p_democrat,USP,AL,2004,,,,,0.0
839,BIBB,16.0,p_republican,USP,AL,2004,0.9763685259868795,0.97498179034,0.97768928302,0.973387782391,0.82
840,BLOUNT,27.0,p_democrat,USP,AL,2004,0.964632065565019,0.961364177864,0.941657586952,0.964294972685,0.83
841,BLOUNT,27.0,p_republican,USP,AL,2004,,,,,0.0
842,BULLOCK,18.0,p_democrat,USP,AL,2004,,,,,0.0
843,BULLOCK,18.0,p_republican,USP,AL,2004,,,,,0.0
844,BUTLER,28.0,p_democrat,USP,AL,2004,0.7255147635418164,0.823892574917,0.793526149728,0.711017158391,0.4
845,BUTLER,28.0,p_republican,USP,AL,2004,,,,,0.0
846,CALHOUN,54.0,p_democrat,USP,AL,2004,0.9167180830069838,0.93496150791,0.893645294646,0.9013938183,0.89
847,CALHOUN,54.0,p_republican,USP,AL,2004,0.8362389427216982,0.843299715485,0.860187406382,0.843884493405,0.94
848,CHAMBERS,26.0,p_democrat,USP,AL,2004,,,,,0.0
849,CHAMBERS,26.0,p_republican,USP,AL,2004,0.9553372182898752,0.953948429419,0.961036996517,0.954438547264,0.88
850,CHEROKEE,33.0,p_democrat,USP,AL,2004,0.5326240531641283,0.409973616018,0.70451163269,0.543333065032,0.24
851,CHEROKEE,33.0,p_republican,USP,AL,2004,0.43034507020769563,0.440352351854,0.287252508705,0.42616138419,0.39
852,CHILTON,20.0,p_democrat,USP,AL,2004,,,,,0.0
853,CHILTON,20.0,p_republican,USP,AL,2004,,,,,0.0
854,CHOCTAW,33.0,p_democrat,USP,AL,2004,0.4361414564690215,0.460126907884,0.427588667709,0.42616138419,0.52
855,CHOCTAW,33.0,p_republican,USP,AL,2004,0.7209032458121509,0.616533284555,0.745527564895,0.730786368322,0.65
856,CLARKE,31.0,p_democrat,USP,AL,2004,,,,,0.0
857,CLARKE,31.0,p_republican,USP,AL,2004,0.4295119665650149,0.519549930027,0.433314552245,0.408045719267,0.31
858,CLAY,24.0,p_democrat,USP,AL,2004,,,,,0.0
859,CLAY,24.0,p_republican,USP,AL,2004,,,,,0.0
860,CLEBURNE,19.0,p_democrat,USP,AL,2004,0.8629048356847566,0.854674798303,0.887087596351,0.860922170167,0.81
861,CLEBURNE,19.0,p_republican,USP,AL,2004,,,,,0.0
862,COFFEE,37.0,p_democrat,USP,AL,2004,0.5194458038496064,0.472868119461,0.466796177665,0.520587399122,0.32
863,COFFEE,37.0,p_republican,USP,AL,2004,0.517213048213377,0.552708030772,0.635807790856,0.520587399122,0.48
864,COLBERT,37.0,p_democrat,USP,AL,2004,,,,,0.0
865,COLBERT,37.0,p_republican,USP,AL,2004,0.8017806170218091,0.784081174653,0.825831673879,0.795101550462,0.82
866,CONECUH,28.0,p_democrat,USP,AL,2004,0.7921064815626213,0.821931646982,0.803732370877,0.781926163335,0.55
867,CONECUH,28.0,p_republican,USP,AL,2004,,,,,0.0
868,COOSA,14.0,p_democrat,USP,AL,2004,,,,,0.0
869,COOSA,14.0,p_republican,USP,AL,2004,,,,,0.0
870,COVINGTON,43.0,p_democrat,USP,AL,2004,0.7431460833382311,0.851463334069,0.798639720682,0.732915866738,0.51
871,COVINGTON,43.0,p_republican,USP,AL,2004,,,,,0.0
872,CRENSHAW,20.0,p_democrat,USP,AL,2004,0.965025251879323,0.978080835795,0.952157646933,0.964294972685,0.87
873,CRENSHAW,20.0,p_republican,USP,AL,2004,0.9652578497476019,0.953104555734,0.956639302458,0.964294972685,0.82
874,CULLMAN,54.0,p_democrat,USP,AL,2004,0.4645243516482256,0.429927193399,0.50600946669,0.475698235679,0.33
875,CULLMAN,54.0,p_republican,USP,AL,2004,0.1658342501055025,0.168659068304,0.154972145677,0.160937525108,0.14
876,DALE,26.0,p_democrat,USP,AL,2004,,,,,0.0
877,DALE,26.0,p_republican,USP,AL,2004,,,,,0.0
878,DALLAS,32.0,p_democrat,USP,AL,2004,0.3412983372761231,0.316283220841,0.440576031027,0.36069922103,0.22
879,DALLAS,32.0,p_republican,USP,AL,2004,0.5827696333193804,0.531103412971,0.547070654276,0.598138067677,0.6
880,DEKALB,77.0,p_democrat,USP,AL,2004,0.6017451258718172,0.518953125632,0.59612661565,0.607399210095,0.32
881,DEKALB,77.0,p_republican,USP,AL,2004,0.8273742147923984,0.877906288819,0.782391090842,0.79179815664,0.6
882,ELMORE,31.0,p_democrat,USP,AL,2004,0.7495025817145096,0.753962809689,0.826437023449,0.730195004838,0.58
883,ELMORE,31.0,p_republican,USP,AL,2004,0.7428124697906686,0.743975124959,0.727240839214,0.730195004838,0.37
884,ESCAMBIA,35.0,p_democrat,USP,AL,2004,0.366043936721525,0.262889374958,0.377836227425,0.362173729793,0.62
885,ESCAMBIA,35.0,p_republican,USP,AL,2004,0.7036580485877614,0.717400806428,0.701612216053,0.696376097241,0.78
886,ETOWAH,64.0,p_democrat,USP,AL,2004,0.9484150818577767,0.953828100191,0.937816332623,0.941144410041,0.96
887,ETOWAH,64.0,p_republican,USP,AL,2004,0.08489459942499038,0.0769757497361,0.105553933729,0.0892334530941,0.19
888,FAYETTE,29.0,p_democrat,USP,AL,2004,0.36433110074877245,0.398810503803,0.493959470613,0.353284006731,0.54
889,FAYETTE,29.0,p_republican,USP,AL,2004,0.7677923144297016,0.802165582561,0.677492416658,0.757042522572,0.58
890,FRANKLIN,27.0,p_democrat,USP,AL,2004,,,,,0.0
891,FRANKLIN,27.0,p_republican,USP,AL,2004,0.6128520374090195,0.529749738109,0.589152318183,0.590949228183,0.28
892,GENEVA,28.0,p_democrat,USP,AL,2004,0.41893970897666233,0.290415329916,0.448709172304,0.424193185898,0.79
893,GENEVA,28.0,p_republican,USP,AL,2004,0.9041138353349372,0.92336485754,0.891690589805,0.901760757953,0.66
894,GREENE,16.0,p_democrat,USP,AL,2004,,,,,0.0
895,GREENE,16.0,p_republican,USP,AL,2004,,,,,0.0
896,HALE,17.0,p_democrat,USP,AL,2004,,,,,0.0
897,HALE,17.0,p_republican,USP,AL,2004,,,,,0.0
